1	ABOZ00000000	20823	18537	ABOZ00000000	JGI_AMD_5WAY_IRNMTN_SMPL_20020301	AMA	ACID_MINE_02	CAMERA		Strain-resolved community proteomics reveals recombining genomes of acidophilic bacteria Ian Lo, Vincent J. Denef, Nathan C. VerBerkmoes, Manesh B. Shah et al. Nature 446, 537-541	nature05624			Sanger		JGI		Microbial	dsDNA	0	0			0	Acid Mine Drainage Metagenome	3/1/2002	1	JGI_AMD_5WAY_IRNMTN_SITE_20020301	Anthropogenic	Aquatic	Subterranean	Sediment	1	Acidic	Csa				Temperate (22		Montane	Iron Mountain, CA	Richmond Mine	United States	40.667	N	122.517	W	Freshwater_Small river biome	Freshwater_Small river biome	00000890	00001997;00001996;00000061;00000063;00000291;00002195;00000029;00000012	00002021;00000572;00002020;00002037;00000144	00002034;01000007;00002123;00002210;00002126;01000009	00002034;00002059;00002044;00002127;00002007		Sanchita Jamindar						945								42			0	Acid Mine Drainage	0
2	ABOZ00000000	20823	18537	ABOZ00000000	JGI_AMD_UBA_IRNMTN_SMPL_20050601	AMB	ACID_MINE_05	CAMERA		Ian Lo, Vincent J. Denef, Nathan C. VerBerkmoes, Manesh B. Shah et al. Nature 446, 537-541 (29 March 2007)	nature05624			Sanger		JGI		Microbial	dsDNA	0	0			0	Acid Mine Drainage Metagenome	6/1/2005	1	JGI_AMD_UBA_IRNMTN_SITE_20050601	Anthropogenic	Aquatic	Subterranean	Sediment	1	Acidic	Csa				Temperate (22		Montane	Iron Mountain, CA	Richmond Mine	United States	40.667	N	122.517	W	Freshwater_Small river biome	Freshwater_Small river biome	00000890	00001997;00001996;00000061;00000063;00000291;00002195;00000029;00000012	00002021;00000572;00002020;00002037;00000144	00002034;01000007;00002123;00002210;00002126;01000009	00002034;00002059;00002044;00002127;00002007		Sanchita Jamindar						945								38			0	Acid Mine Drainage	0
3	AAUQ00000000		17241	AAUQ00000000	ALVINELLA_TRACE_SMPL_20041130	ALV	ALVINELLA	CAMERA		Grymski et al. 2008. Metagenome analysis of an extreme microbial symbiosis reveals eurythermal adaptation and metabolic flexibility. PNAS 105:17516-17521	zpq17516			Sanger				Microbial	dsDNA	0	0			0	Alvinella pompejana Epibiont Metagenome	11/30/04 to 12/20/04	1	ALVINELLA_SITE_20041130	Natural	Organismal	Open Ocean	Tissue/Humor	1	Acidic High Temperature		cellular organisms; Eukaryota; Fungi/Metazoa group; Metazoa; Eumetazoa; Bilateria; Coelomata; Protostomia; Annelida/Echiura/Pogonophora group; Annelida; Polychaeta; Palpata; Canalipalpata; Terebellida; Alvinellidae; Alvinella	Alvinella pompejana	dorsal integument	Tropical (0	Bathypelagic (-1,000 to -4,000m)		East Pacific Ocean	East Pacific Rise	International	9.84	N	104.29	W	Marine_Tropical coral biome			00000466;00000215;00000447;00002926;00000049;00000211;00000210;00000207	00000144;00002020;00002025;00002027;00000569;00002227;00000144				Sanchita Jamindar				2500.0										20-80			0	Hydrothermal Vent	0
4	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000001	GAA	GS000a	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Microbial	dsDNA	0	0	0.1	0.8	0	Global Ocean Sampling Expedition	2/26/2003	2	JCVI_SITE_GS000_S11	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Sargasso Station 11	Bermuda	31.175	N	31.175	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208		Sanchita Jamindar		0.17 (0.09+-0.02) mg		5.0	>4200								36.7	20.5		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes. 	0	WGS sequencing 	0
5	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000002	GAB	GS000b	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Microbial	dsDNA	0	0	0.22	0.8	0	Global Ocean Sampling Expedition	2/26/2003	2	JCVI_SITE_GS000_S11	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Sargasso Station 11	Bermuda	31.175	N	64.324	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208			0.17	0.17 (0.09+-0.02) mg		5.0	>4200								36.6	20		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes. 	0	WGS sequencing 	0
6	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000003	GAC	GS000c	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Microbial	dsDNA	0	0	0.22	0.8	0	Global Ocean Sampling Expedition	2/25/2003	1	JCVI_SITE_GS000_S03	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Sargasso Stations 3	Bermuda	32.175	N	64.01	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208		Sanchita Jamindar	0.17	0.17 mgM3		5.0	>4200								36.7	19.8		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes.	0	WGS sequencing 	0
7	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000004	GAD	GS000d	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Microbial	dsDNA	0	0	0.22	0.8	0	Global Ocean Sampling Expedition	2/26/2003	1	JCVI_SITE_GS000_S13	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Sargasso Station 13	Bermuda	31.175	N	64.324	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208			0.17	0.17 (0.09+-0.02) mg		5.0	>4200								36.6	20		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes. 	0	WGS sequencing 	0
8	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000005	GAE	GS001a	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Eukaryotic	dsDNA	0	0	3	20	0	Global Ocean Sampling Expedition	5/15/2003	1	JCVI_SITE_GS001	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Hydrostation S	Bermuda	32.167	N	64.5	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208		Sanchita Jamindar	0.1	0.10 (0.10+-0.01) mg		5.0	>4200								36.7	22.9		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes. 	0	WGS sequencing 	0
9	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000006	GAF	GS001b	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Eukaryotic	dsDNA	0	0	0.8	3	0	Global Ocean Sampling Expedition	5/15/2003	1	JCVI_SITE_GS001	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Hydrostation S	Bermuda	32.167	N	64.5	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208		Sanchita Jamindar	0.1	0.10 (0.10+-0.01) mg		5.0	>4200								36.7	22.9		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes. 	0	WGS sequencing 	0
10	Marine metagenome, whole genome shotgun sequence	13694	19733	AACY020000001:AACY024124495	JCVI_SMPL_1103283000007	GAG	GS001c	CAMERA		Venter et al. 2004.  Environmental genome shotgun sequencing of the Sargasso Sea. Science, 304: 66-74.	66.pdf			Sanger	None	JCVI		Microbial	dsDNA	0	0	0.1	0.8	0	Global Ocean Sampling Expedition	5/15/2003	1	JCVI_SITE_GS001	Natural	Aquatic	Open Ocean	Water	0						Temperate (22	Epipelagic (0 to -200m)		Sargasso Sea	Hydrostation S	Bermuda	32.167	N	64.5	W	Marine_Tropical coral biome			00000012;00000017;00000015;00002151;00000207;00000208;00000209;00000015	00000569;00000447;00002227;00000144		00002042;00000207;00002151;00002010;00002223;00000209;00000208		Sanchita Jamindar	0.1	0.10 (0.10+-0.01) mg		5.0	>4200								36.7	22.9		This genetic information downloaded from camera.calit2.net may be considered to be part of the genetic patrimony of Bermuda, the country from which the sample was obtained. Users of this information agree to: (1) acknowledge Bermuda as the country of origin in any publications where the genetic information is presented and (2) contact the CBD focal point identified on the CBD website (www.biodiv.orgdocinfo-centre.shtml) if they intend to use the genetic information for commercial purposes. 	0	WGS sequencing 	0
